employee_number,department,job_role,over_time,tenure_band,salary_band,monthly_income,annual_salary,attrition_probability,risk_tier,flagged
1523,Research & Development,Research Director,No,10+ yrs,Very High,16328,195936,0.0157,Low,No
564,Research & Development,Research Director,No,10+ yrs,Very High,11935,143220,0.0157,Low,No
580,Sales,Sales Executive,Yes,2-5 yrs,Very High,9071,108852,0.0156,Low,No
709,Sales,Sales Executive,No,5-10 yrs,Mid,4028,48336,0.0155,Low,No
505,Research & Development,Manager,Yes,5-10 yrs,Very High,16659,199908,0.0155,Low,No
522,Research & Development,Research Director,No,2-5 yrs,Very High,19406,232872,0.0155,Low,No
487,Research & Development,Manufacturing Director,No,0-2 yrs,High,5258,63096,0.0154,Low,No
1664,Research & Development,Healthcare Representative,No,5-10 yrs,High,6842,82104,0.0154,Low,No
1696,Research & Development,Laboratory Technician,No,10+ yrs,Mid,3986,47832,0.0154,Low,No
250,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4450,53400,0.0154,Low,No
23,Sales,Manager,No,10+ yrs,Very High,15427,185124,0.0154,Low,No
254,Research & Development,Research Director,No,10+ yrs,Very High,18722,224664,0.0153,Low,No
1687,Research & Development,Laboratory Technician,No,0-2 yrs,Mid,3306,39672,0.0153,Low,No
581,Research & Development,Manufacturing Director,No,10+ yrs,Very High,10648,127776,0.0151,Low,No
771,Research & Development,Healthcare Representative,No,0-2 yrs,Mid,5093,61116,0.0151,Low,No
691,Research & Development,Research Scientist,No,10+ yrs,High,6646,79752,0.0151,Low,No
18,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2661,31932,0.015,Low,No
244,Sales,Sales Executive,No,10+ yrs,Very High,10453,125436,0.015,Low,No
901,Research & Development,Research Director,No,10+ yrs,Very High,14275,171300,0.0149,Low,No
410,Sales,Manager,No,10+ yrs,Very High,16015,192180,0.0148,Low,No
1349,Sales,Sales Executive,No,5-10 yrs,Mid,4103,49236,0.0148,Low,No
1871,Research & Development,Research Scientist,No,2-5 yrs,Mid,3902,46824,0.0148,Low,No
859,Sales,Sales Executive,No,5-10 yrs,Mid,4403,52836,0.0148,Low,No
298,Sales,Manager,Yes,0-2 yrs,Very High,13591,163092,0.0147,Low,No
52,Sales,Sales Executive,No,5-10 yrs,High,5376,64512,0.0145,Low,No
1449,Research & Development,Laboratory Technician,No,5-10 yrs,Mid,3975,47700,0.0145,Low,No
1973,Human Resources,Manager,Yes,10+ yrs,Very High,19636,235632,0.0144,Low,No
1772,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2289,27468,0.0143,Low,No
1628,Research & Development,Manufacturing Director,No,10+ yrs,Very High,10435,125220,0.0143,Low,No
1866,Research & Development,Manager,No,10+ yrs,Very High,19392,232704,0.0143,Low,No
153,Research & Development,Manager,No,10+ yrs,Very High,11631,139572,0.0142,Low,No
1018,Research & Development,Manufacturing Director,No,5-10 yrs,High,5472,65664,0.0142,Low,No
1729,Research & Development,Research Scientist,No,10+ yrs,Low,2862,34344,0.0141,Low,No
231,Research & Development,Research Scientist,No,5-10 yrs,Low,3038,36456,0.0141,Low,No
664,Research & Development,Manager,No,2-5 yrs,Very High,15402,184824,0.014,Low,No
675,Research & Development,Research Scientist,No,2-5 yrs,Low,2773,33276,0.0139,Low,No
1763,Research & Development,Healthcare Representative,No,5-10 yrs,High,5294,63528,0.0139,Low,No
1308,Research & Development,Research Scientist,No,2-5 yrs,Low,2372,28464,0.0139,Low,No
1121,Research & Development,Manufacturing Director,No,5-10 yrs,High,7655,91860,0.0138,Low,No
1280,Sales,Manager,No,10+ yrs,Very High,18789,225468,0.0137,Low,No
1900,Research & Development,Manager,No,10+ yrs,Very High,17174,206088,0.0136,Low,No
1934,Research & Development,Research Scientist,No,5-10 yrs,High,5467,65604,0.0135,Low,No
869,Human Resources,Human Resources,No,5-10 yrs,Mid,4936,59232,0.0135,Low,No
893,Sales,Sales Representative,No,2-5 yrs,Low,2899,34788,0.0134,Low,No
972,Research & Development,Laboratory Technician,No,5-10 yrs,Mid,4447,53364,0.0134,Low,No
491,Research & Development,Healthcare Representative,No,2-5 yrs,Very High,10496,125952,0.0133,Low,No
2024,Sales,Sales Executive,No,5-10 yrs,High,7644,91728,0.0133,Low,No
426,Research & Development,Research Scientist,Yes,2-5 yrs,Low,2695,32340,0.0133,Low,No
1969,Research & Development,Research Scientist,No,2-5 yrs,Low,2897,34764,0.013,Low,No
83,Research & Development,Healthcare Representative,No,10+ yrs,Very High,10096,121152,0.013,Low,No
1497,Sales,Sales Executive,No,10+ yrs,High,8620,103440,0.0129,Low,No
139,Research & Development,Healthcare Representative,No,0-2 yrs,Mid,5163,61956,0.0128,Low,No
966,Research & Development,Manufacturing Director,No,5-10 yrs,High,6725,80700,0.0128,Low,No
1422,Research & Development,Research Director,No,10+ yrs,Very High,17328,207936,0.0128,Low,No
499,Research & Development,Healthcare Representative,No,5-10 yrs,Very High,10965,131580,0.0127,Low,No
1722,Human Resources,Human Resources,No,2-5 yrs,High,6430,77160,0.0127,Low,No
1764,Research & Development,Research Scientist,No,5-10 yrs,Low,2718,32616,0.0126,Low,No
422,Research & Development,Healthcare Representative,Yes,5-10 yrs,High,5660,67920,0.0126,Low,No
1854,Research & Development,Research Scientist,No,5-10 yrs,Low,2936,35232,0.0125,Low,No
126,Research & Development,Research Director,No,2-5 yrs,Very High,13549,162588,0.0124,Low,No
117,Research & Development,Healthcare Representative,No,10+ yrs,Mid,4152,49824,0.0123,Low,No
1256,Research & Development,Manager,No,0-2 yrs,Very High,18711,224532,0.0123,Low,No
256,Research & Development,Manufacturing Director,No,10+ yrs,Very High,9547,114564,0.0122,Low,No
381,Research & Development,Manager,No,5-10 yrs,Very High,11996,143952,0.0122,Low,No
714,Sales,Sales Executive,Yes,5-10 yrs,Mid,4647,55764,0.0122,Low,No
21,Research & Development,Research Scientist,Yes,5-10 yrs,Mid,3298,39576,0.0122,Low,No
1847,Research & Development,Research Scientist,Yes,0-2 yrs,High,6962,83544,0.0122,Low,No
1771,Research & Development,Research Scientist,No,5-10 yrs,Low,3055,36660,0.0121,Low,No
242,Research & Development,Research Scientist,No,2-5 yrs,Low,2500,30000,0.0121,Low,No
1241,Research & Development,Research Scientist,Yes,10+ yrs,Mid,3579,42948,0.012,Low,No
1195,Research & Development,Research Scientist,Yes,2-5 yrs,Mid,4477,53724,0.0118,Low,No
372,Research & Development,Healthcare Representative,Yes,10+ yrs,Very High,13496,161952,0.0118,Low,No
292,Research & Development,Manufacturing Director,No,10+ yrs,High,8474,101688,0.0117,Low,No
178,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4941,59292,0.0117,Low,No
887,Research & Development,Research Scientist,No,2-5 yrs,Mid,3580,42960,0.0116,Low,No
1259,Research & Development,Research Scientist,No,5-10 yrs,Low,2517,30204,0.0116,Low,No
1911,Research & Development,Research Director,No,10+ yrs,Very High,13348,160176,0.0116,Low,No
1340,Research & Development,Research Scientist,No,2-5 yrs,Mid,3544,42528,0.0115,Low,No
909,Human Resources,Human Resources,No,5-10 yrs,Mid,5204,62448,0.0115,Low,No
307,Sales,Sales Executive,No,10+ yrs,Very High,10609,127308,0.0115,Low,No
249,Research & Development,Laboratory Technician,No,2-5 yrs,Mid,3690,44280,0.0114,Low,No
312,Sales,Sales Executive,No,10+ yrs,High,7918,95016,0.0114,Low,No
1367,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,13142,157704,0.0114,Low,No
1859,Research & Development,Healthcare Representative,No,5-10 yrs,High,6384,76608,0.0113,Low,No
1291,Research & Development,Research Scientist,Yes,2-5 yrs,Mid,3506,42072,0.0113,Low,No
571,Research & Development,Laboratory Technician,No,10+ yrs,Low,2564,30768,0.0112,Low,No
1474,Research & Development,Research Scientist,No,2-5 yrs,Low,2345,28140,0.0112,Low,No
393,Research & Development,Healthcare Representative,No,2-5 yrs,High,5745,68940,0.0111,Low,No
421,Research & Development,Research Director,No,10+ yrs,Very High,12061,144732,0.0111,Low,No
1623,Research & Development,Research Scientist,No,2-5 yrs,Low,3117,37404,0.011,Low,No
1666,Research & Development,Research Director,No,10+ yrs,Very High,17603,211236,0.011,Low,No
824,Research & Development,Research Scientist,No,10+ yrs,Low,2700,32400,0.0109,Low,No
661,Research & Development,Research Director,Yes,0-2 yrs,Very High,16627,199524,0.0109,Low,No
1598,Sales,Sales Executive,No,5-10 yrs,Mid,4639,55668,0.0108,Low,No
1109,Research & Development,Manager,No,10+ yrs,Very High,17665,211980,0.0107,Low,No
1080,Research & Development,Research Scientist,Yes,10+ yrs,Mid,4615,55380,0.0107,Low,No
725,Research & Development,Manufacturing Director,No,5-10 yrs,High,7412,88944,0.0107,Low,No
623,Research & Development,Manufacturing Director,No,5-10 yrs,High,7491,89892,0.0106,Low,No
1728,Research & Development,Manufacturing Director,No,5-10 yrs,High,6883,82596,0.0106,Low,No
1737,Research & Development,Laboratory Technician,Yes,5-10 yrs,High,6472,77664,0.0106,Low,No
544,Research & Development,Research Scientist,No,2-5 yrs,Low,2654,31848,0.0106,Low,No
327,Sales,Manager,Yes,10+ yrs,Very High,16064,192768,0.0105,Low,No
460,Research & Development,Manufacturing Director,No,5-10 yrs,High,6347,76164,0.0105,Low,No
1024,Research & Development,Healthcare Representative,No,10+ yrs,Very High,10999,131988,0.0105,Low,No
655,Research & Development,Research Scientist,No,5-10 yrs,Low,2187,26244,0.0104,Low,No
1382,Research & Development,Research Scientist,No,2-5 yrs,Low,2610,31320,0.0104,Low,No
551,Research & Development,Healthcare Representative,No,5-10 yrs,Mid,4523,54276,0.0103,Low,No
1937,Research & Development,Research Scientist,Yes,10+ yrs,Low,2133,25596,0.0102,Low,No
28,Research & Development,Research Director,No,10+ yrs,Very High,11994,143928,0.0102,Low,No
369,Research & Development,Healthcare Representative,No,5-10 yrs,Mid,4000,48000,0.0102,Low,No
601,Research & Development,Manufacturing Director,No,10+ yrs,Very High,13237,158844,0.0102,Low,No
1363,Research & Development,Manufacturing Director,No,10+ yrs,High,7898,94776,0.0101,Low,No
420,Sales,Sales Executive,No,10+ yrs,High,5484,65808,0.0101,Low,No
1044,Sales,Sales Representative,No,2-5 yrs,Low,2342,28104,0.01,Low,No
1546,Research & Development,Research Scientist,No,5-10 yrs,Low,2132,25584,0.01,Low,No
40,Research & Development,Healthcare Representative,Yes,2-5 yrs,High,6465,77580,0.0099,Low,No
107,Research & Development,Research Scientist,Yes,10+ yrs,High,5329,63948,0.0099,Low,No
1867,Research & Development,Research Director,No,10+ yrs,Very High,19665,235980,0.0097,Low,No
634,Research & Development,Healthcare Representative,No,0-2 yrs,Very High,9824,117888,0.0095,Low,No
1268,Sales,Sales Executive,Yes,5-10 yrs,High,8380,100560,0.0093,Low,No
1873,Research & Development,Research Scientist,No,5-10 yrs,Low,2662,31944,0.0091,Low,No
1238,Research & Development,Research Scientist,No,10+ yrs,Low,2781,33372,0.009,Low,No
888,Research & Development,Laboratory Technician,No,5-10 yrs,Low,3162,37944,0.009,Low,No
1355,Sales,Sales Executive,No,5-10 yrs,High,6893,82716,0.009,Low,No
707,Sales,Sales Executive,No,2-5 yrs,Mid,4851,58212,0.0089,Low,No
1483,Research & Development,Research Scientist,No,10+ yrs,Mid,4900,58800,0.0089,Low,No
531,Research & Development,Manager,Yes,10+ yrs,Very High,19197,230364,0.0088,Low,No
1590,Research & Development,Healthcare Representative,No,5-10 yrs,Very High,8853,106236,0.0085,Low,No
1099,Research & Development,Healthcare Representative,No,2-5 yrs,High,7119,85428,0.0085,Low,No
1955,Research & Development,Healthcare Representative,No,5-10 yrs,High,6667,80004,0.0085,Low,No
350,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4898,58776,0.0084,Low,No
1595,Research & Development,Manager,No,0-2 yrs,Very High,19613,235356,0.0082,Low,No
1651,Research & Development,Healthcare Representative,No,2-5 yrs,High,8008,96096,0.0082,Low,No
429,Research & Development,Manager,Yes,10+ yrs,Very High,17068,204816,0.0082,Low,No
2052,Research & Development,Research Scientist,No,2-5 yrs,Low,2977,35724,0.0082,Low,No
820,Research & Development,Manager,Yes,10+ yrs,Very High,16752,201024,0.0081,Low,No
826,Research & Development,Research Scientist,No,2-5 yrs,Low,2506,30072,0.0081,Low,No
1976,Research & Development,Research Scientist,No,10+ yrs,Mid,4332,51984,0.0081,Low,No
461,Research & Development,Research Director,Yes,10+ yrs,Very High,11510,138120,0.008,Low,No
1471,Research & Development,Laboratory Technician,No,5-10 yrs,Low,3162,37944,0.008,Low,No
319,Research & Development,Manager,No,10+ yrs,Very High,19232,230784,0.008,Low,No
287,Research & Development,Healthcare Representative,No,2-5 yrs,Mid,4876,58512,0.008,Low,No
1166,Research & Development,Research Director,No,10+ yrs,Very High,13499,161988,0.0079,Low,No
1278,Research & Development,Healthcare Representative,Yes,10+ yrs,Very High,13577,162924,0.0079,Low,No
264,Research & Development,Manager,No,10+ yrs,Very High,16792,201504,0.0078,Low,No
1999,Research & Development,Research Scientist,No,5-10 yrs,Low,2782,33384,0.0077,Low,No
999,Research & Development,Research Director,No,10+ yrs,Very High,19419,233028,0.0076,Low,No
843,Research & Development,Research Director,No,2-5 yrs,Very High,17159,205908,0.0076,Low,No
1162,Research & Development,Research Scientist,No,2-5 yrs,Low,2539,30468,0.0075,Low,No
894,Research & Development,Laboratory Technician,Yes,5-10 yrs,High,5231,62772,0.0075,Low,No
1670,Sales,Sales Executive,No,5-10 yrs,High,5505,66060,0.0075,Low,No
546,Research & Development,Manager,No,5-10 yrs,Very High,16555,198660,0.0074,Low,No
1986,Sales,Sales Executive,No,10+ yrs,High,5677,68124,0.0074,Low,No
867,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,13826,165912,0.0074,Low,No
1607,Research & Development,Research Scientist,No,2-5 yrs,Mid,3312,39744,0.0074,Low,No
501,Research & Development,Research Scientist,No,2-5 yrs,Low,2543,30516,0.0073,Low,No
36,Research & Development,Healthcare Representative,No,10+ yrs,Very High,10248,122976,0.0073,Low,No
520,Research & Development,Research Director,No,10+ yrs,Very High,14336,172032,0.0073,Low,No
569,Research & Development,Manager,No,10+ yrs,Very High,17046,204552,0.0073,Low,No
1514,Research & Development,Manufacturing Director,No,5-10 yrs,High,6549,78588,0.0073,Low,No
1661,Research & Development,Healthcare Representative,Yes,10+ yrs,Very High,13966,167592,0.0073,Low,No
1655,Research & Development,Research Director,No,2-5 yrs,Very High,16413,196956,0.0072,Low,No
341,Research & Development,Manufacturing Director,No,2-5 yrs,High,6434,77208,0.0072,Low,No
847,Human Resources,Human Resources,No,2-5 yrs,Mid,3737,44844,0.0071,Low,No
902,Research & Development,Healthcare Representative,No,5-10 yrs,High,5562,66744,0.0071,Low,No
143,Research & Development,Research Scientist,No,2-5 yrs,Low,2889,34668,0.0071,Low,No
1443,Research & Development,Research Director,No,10+ yrs,Very High,17169,206028,0.0071,Low,No
1922,Research & Development,Healthcare Representative,No,2-5 yrs,High,5399,64788,0.0071,Low,No
1027,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4227,50724,0.0071,Low,No
395,Research & Development,Research Scientist,No,5-10 yrs,Mid,3310,39720,0.0071,Low,No
1361,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2387,28644,0.007,Low,No
529,Research & Development,Research Scientist,Yes,10+ yrs,Mid,4449,53388,0.007,Low,No
377,Research & Development,Research Scientist,No,5-10 yrs,Low,2070,24840,0.0069,Low,No
2007,Research & Development,Research Scientist,No,2-5 yrs,Mid,3375,40500,0.0069,Low,No
447,Research & Development,Research Director,No,2-5 yrs,Very High,18300,219600,0.0068,Low,No
1552,Research & Development,Healthcare Representative,Yes,2-5 yrs,Mid,4069,48828,0.0068,Low,No
969,Research & Development,Healthcare Representative,No,5-10 yrs,High,6949,83388,0.0068,Low,No
1890,Human Resources,Human Resources,No,10+ yrs,Mid,3886,46632,0.0067,Low,No
1369,Research & Development,Laboratory Technician,No,5-10 yrs,High,5363,64356,0.0067,Low,No
1954,Research & Development,Healthcare Representative,No,5-10 yrs,High,5373,64476,0.0067,Low,No
1707,Research & Development,Research Scientist,No,5-10 yrs,Mid,4401,52812,0.0066,Low,No
1888,Research & Development,Manufacturing Director,No,5-10 yrs,High,5906,70872,0.0066,Low,No
949,Research & Development,Research Scientist,No,5-10 yrs,Mid,4678,56136,0.0065,Low,No
26,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4011,48132,0.0064,Low,No
1026,Research & Development,Manufacturing Director,No,10+ yrs,Very High,12742,152904,0.0063,Low,No
827,Research & Development,Manufacturing Director,Yes,2-5 yrs,High,6062,72744,0.0063,Low,No
253,Research & Development,Manager,No,10+ yrs,Very High,19033,228396,0.0061,Low,No
452,Research & Development,Research Scientist,No,10+ yrs,Mid,3697,44364,0.0059,Low,No
1088,Research & Development,Healthcare Representative,No,10+ yrs,High,8823,105876,0.0059,Low,No
441,Research & Development,Research Scientist,No,10+ yrs,High,5775,69300,0.0059,Low,No
1744,Human Resources,Human Resources,No,5-10 yrs,Very High,9756,117072,0.0059,Low,No
517,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2576,30912,0.0058,Low,No
757,Research & Development,Healthcare Representative,No,5-10 yrs,High,6142,73704,0.0058,Low,No
1005,Research & Development,Manufacturing Director,Yes,10+ yrs,Very High,13973,167676,0.0058,Low,No
1383,Research & Development,Healthcare Representative,No,10+ yrs,High,6687,80244,0.0057,Low,No
1346,Research & Development,Research Scientist,No,5-10 yrs,Mid,4661,55932,0.0057,Low,No
630,Research & Development,Research Scientist,Yes,10+ yrs,High,5577,66924,0.0056,Low,No
338,Research & Development,Research Scientist,No,2-5 yrs,Low,2911,34932,0.0055,Low,No
1941,Research & Development,Research Director,No,5-10 yrs,Very High,19161,229932,0.0054,Low,No
526,Research & Development,Healthcare Representative,Yes,5-10 yrs,Mid,4522,54264,0.0054,Low,No
1085,Research & Development,Research Scientist,No,10+ yrs,Mid,3376,40512,0.0053,Low,No
1201,Research & Development,Manager,No,5-10 yrs,Very High,18606,223272,0.0053,Low,No
1625,Human Resources,Manager,No,5-10 yrs,Very High,19658,235896,0.0053,Low,No
1627,Research & Development,Laboratory Technician,No,10+ yrs,Low,3069,36828,0.0052,Low,No
1653,Research & Development,Manufacturing Director,No,5-10 yrs,High,5206,62472,0.005,Low,No
86,Research & Development,Research Scientist,No,0-2 yrs,Very High,9724,116688,0.005,Low,No
2048,Research & Development,Research Scientist,No,2-5 yrs,Low,2809,33708,0.0049,Low,No
32,Research & Development,Manager,No,10+ yrs,Very High,19094,229128,0.0048,Low,No
1799,Research & Development,Research Scientist,No,5-10 yrs,Low,2044,24528,0.0048,Low,No
2017,Research & Development,Research Director,Yes,10+ yrs,Very High,13744,164928,0.0048,Low,No
1703,Research & Development,Healthcare Representative,Yes,5-10 yrs,High,7879,94548,0.0047,Low,No
1774,Sales,Sales Executive,Yes,10+ yrs,Mid,4001,48012,0.0046,Low,No
1858,Human Resources,Human Resources,No,2-5 yrs,Low,2706,32472,0.0046,Low,No
140,Human Resources,Manager,No,2-5 yrs,Very High,18844,226128,0.0046,Low,No
791,Research & Development,Research Scientist,No,2-5 yrs,Mid,4258,51096,0.0046,Low,No
996,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2270,27240,0.0046,Low,No
96,Research & Development,Research Scientist,No,10+ yrs,High,6220,74640,0.0045,Low,No
1870,Research & Development,Research Scientist,No,5-10 yrs,Mid,4774,57288,0.0045,Low,No
1580,Research & Development,Research Scientist,No,2-5 yrs,High,5484,65808,0.0044,Low,No
1408,Human Resources,Manager,No,10+ yrs,Very High,16799,201588,0.0044,Low,No
252,Research & Development,Research Scientist,No,5-10 yrs,Low,2756,33072,0.0043,Low,No
550,Research & Development,Manufacturing Director,No,10+ yrs,Mid,4810,57720,0.0043,Low,No
2026,Research & Development,Healthcare Representative,No,10+ yrs,High,6306,75672,0.0043,Low,No
1468,Research & Development,Research Director,No,5-10 yrs,Very High,13757,165084,0.0043,Low,No
1250,Research & Development,Research Director,No,10+ yrs,Very High,17779,213348,0.0043,Low,No
464,Research & Development,Manufacturing Director,No,10+ yrs,High,8095,97140,0.0042,Low,No
1665,Research & Development,Manager,No,10+ yrs,Very High,17426,209112,0.0042,Low,No
1231,Human Resources,Human Resources,No,2-5 yrs,High,6272,75264,0.0042,Low,No
1215,Research & Development,Manager,No,2-5 yrs,Very High,17856,214272,0.0041,Low,No
1970,Research & Development,Healthcare Representative,No,5-10 yrs,High,5968,71616,0.0041,Low,No
1940,Research & Development,Research Scientist,No,5-10 yrs,Mid,4771,57252,0.0041,Low,No
1618,Research & Development,Manufacturing Director,No,5-10 yrs,High,5377,64524,0.0041,Low,No
373,Research & Development,Laboratory Technician,No,10+ yrs,Low,3210,38520,0.004,Low,No
1115,Research & Development,Research Scientist,No,0-2 yrs,Low,2979,35748,0.0039,Low,No
119,Research & Development,Healthcare Representative,No,10+ yrs,Very High,13503,162036,0.0039,Low,No
465,Research & Development,Research Scientist,No,2-5 yrs,Low,2904,34848,0.0039,Low,No
1778,Human Resources,Human Resources,No,5-10 yrs,Mid,3539,42468,0.0039,Low,No
1117,Sales,Sales Executive,No,10+ yrs,High,5593,67116,0.0039,Low,No
77,Research & Development,Manufacturing Director,No,5-10 yrs,High,5993,71916,0.0038,Low,No
262,Research & Development,Research Scientist,No,5-10 yrs,Low,2089,25068,0.0038,Low,No
380,Research & Development,Research Director,Yes,5-10 yrs,Very High,13603,163236,0.0038,Low,No
1484,Research & Development,Healthcare Representative,No,5-10 yrs,Very High,10466,125592,0.0037,Low,No
734,Human Resources,Manager,No,10+ yrs,Very High,19189,230268,0.0037,Low,No
1047,Sales,Sales Executive,No,10+ yrs,Very High,9725,116700,0.0037,Low,No
270,Research & Development,Manufacturing Director,No,5-10 yrs,High,5265,63180,0.0036,Low,No
1069,Research & Development,Research Director,No,2-5 yrs,Very High,19627,235524,0.0035,Low,No
579,Research & Development,Research Scientist,No,5-10 yrs,Low,2768,33216,0.0035,Low,No
1834,Research & Development,Research Scientist,No,2-5 yrs,Mid,3591,43092,0.0035,Low,No
1116,Research & Development,Manager,No,5-10 yrs,Very High,16885,202620,0.0034,Low,No
638,Research & Development,Research Director,Yes,10+ yrs,Very High,19502,234024,0.0034,Low,No
1344,Research & Development,Healthcare Representative,No,5-10 yrs,High,8500,102000,0.0031,Low,No
830,Research & Development,Manufacturing Director,No,10+ yrs,High,6162,73944,0.0031,Low,No
323,Sales,Manager,No,5-10 yrs,Very High,19517,234204,0.0031,Low,No
659,Research & Development,Healthcare Representative,No,10+ yrs,Mid,4089,49068,0.003,Low,No
308,Research & Development,Manufacturing Director,No,5-10 yrs,Mid,4345,52140,0.003,Low,No
882,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2314,27768,0.003,Low,No
1375,Research & Development,Healthcare Representative,No,10+ yrs,High,6377,76524,0.0029,Low,No
976,Research & Development,Manager,No,5-10 yrs,Very High,17099,205188,0.0029,Low,No
612,Research & Development,Research Director,No,5-10 yrs,Very High,16184,194208,0.0028,Low,No
1574,Research & Development,Research Scientist,No,5-10 yrs,Mid,4087,49044,0.0028,Low,No
1263,Research & Development,Research Director,No,0-2 yrs,Very High,18265,219180,0.0027,Low,No
1671,Research & Development,Research Scientist,No,5-10 yrs,High,5470,65640,0.0027,Low,No
1668,Research & Development,Research Scientist,No,10+ yrs,Mid,4735,56820,0.0027,Low,No
1246,Research & Development,Research Scientist,No,10+ yrs,Low,2011,24132,0.0027,Low,No
391,Research & Development,Research Scientist,No,10+ yrs,Low,2115,25380,0.0026,Low,No
482,Research & Development,Healthcare Representative,No,2-5 yrs,High,6755,81060,0.0026,Low,No
1658,Research & Development,Research Scientist,No,10+ yrs,High,5433,65196,0.0026,Low,No
1196,Research & Development,Manufacturing Director,No,10+ yrs,High,6474,77688,0.0026,Low,No
1520,Research & Development,Manager,No,10+ yrs,Very High,16032,192384,0.0026,Low,No
2051,Research & Development,Research Scientist,No,5-10 yrs,Low,2001,24012,0.0025,Low,No
1397,Research & Development,Healthcare Representative,No,5-10 yrs,Very High,10920,131040,0.0024,Low,No
1423,Research & Development,Research Director,Yes,5-10 yrs,Very High,19701,236412,0.0024,Low,No
730,Research & Development,Research Director,No,5-10 yrs,Very High,14814,177768,0.0023,Low,No
1644,Research & Development,Manager,No,2-5 yrs,Very High,15202,182424,0.0022,Low,No
1045,Sales,Manager,No,5-10 yrs,Very High,17650,211800,0.0021,Low,No
1662,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4374,52488,0.0021,Low,No
1697,Research & Development,Healthcare Representative,No,0-2 yrs,Very High,10883,130596,0.002,Low,No
1255,Research & Development,Research Director,No,5-10 yrs,Very High,19740,236880,0.0019,Low,No
2022,Research & Development,Manager,No,5-10 yrs,Very High,19431,233172,0.0018,Low,No
1755,Research & Development,Research Scientist,Yes,5-10 yrs,Low,2932,35184,0.0018,Low,No
1608,Research & Development,Research Director,Yes,10+ yrs,Very High,19049,228588,0.0017,Low,No
94,Research & Development,Research Scientist,No,5-10 yrs,Low,2703,32436,0.0017,Low,No
1040,Sales,Sales Executive,No,10+ yrs,High,6347,76164,0.0016,Low,No
950,Research & Development,Research Director,No,10+ yrs,Very High,13582,162984,0.0015,Low,No
1804,Research & Development,Manufacturing Director,No,5-10 yrs,High,5762,69144,0.0014,Low,No
683,Research & Development,Research Scientist,No,10+ yrs,Low,2691,32292,0.0014,Low,No
2015,Research & Development,Research Director,No,10+ yrs,Very High,13206,158472,0.0014,Low,No
1822,Research & Development,Healthcare Representative,No,5-10 yrs,High,6513,78156,0.0013,Low,No
797,Research & Development,Research Scientist,No,2-5 yrs,Mid,3280,39360,0.0013,Low,No
1288,Research & Development,Manager,No,10+ yrs,Very High,19190,230280,0.0012,Low,No
724,Research & Development,Healthcare Representative,No,5-10 yrs,High,7625,91500,0.0012,Low,No
352,Research & Development,Research Director,No,10+ yrs,Very High,19436,233232,0.0012,Low,No
46,Research & Development,Research Scientist,No,5-10 yrs,Low,2645,31740,0.0012,Low,No
336,Research & Development,Manager,No,10+ yrs,Very High,19202,230424,0.0012,Low,No
1903,Research & Development,Healthcare Representative,No,2-5 yrs,Mid,5033,60396,0.001,Low,No
1630,Research & Development,Healthcare Representative,No,10+ yrs,Mid,4148,49776,0.001,Low,No
558,Sales,Manager,No,10+ yrs,Very High,18041,216492,0.0009,Low,No
1712,Research & Development,Healthcare Representative,No,10+ yrs,Very High,10748,128976,0.0007,Low,No
1264,Research & Development,Research Director,No,5-10 yrs,Very High,16124,193488,0.0007,Low,No
1424,Research & Development,Research Director,No,5-10 yrs,Very High,14732,176784,0.0006,Low,No
997,Research & Development,Research Director,No,5-10 yrs,Very High,17399,208788,0.0005,Low,No
